text,category
"WOW !!!!
Did I discover a great BBS !!
It's called Sovereignty Lies In The People
BBS: 916-589-4620  14.4 k baud.  FREE and Confidential
! Fictitious names OK !  Subjects and files contained on the BBS:

* FIND OUT HOW THE GOVERNMENT HAS BEEN SCAMMING US !!!!
* State Citizenship documents and issues.
  ARE YOU A CALIFORNIA REPUBLIC CITIZEN OR A U.S. FEDERAL CITIZEN ?
  Remember there were only State Citizens before the 14th amendment!!
  One is subject to federal income tax, one isn't.
  Did you volunteer to surrender your State Citizenship when you got
  your Social Security number?  Which one are you?
* Tax laws and issues.  BEAT THE IRS
* Traffic laws and issues.  BEAT TRAFFIC TICKETS.  Can you answer this one:
  What law allows a police officer to arrest you without a warrant when
  he issues you a ticket?
* Religious truth issues.  ARE ALL RELIGIONS SCAMS ????
  ARE ALL CHRISTIAN  RELIGIONS OF THE GREAT CREATOR GOD ????
* Trust documents and issues.

The SYSOP told me that instructions to beat traffic
tickets will be on the BBS shortly.  Beat traffic
tickets without going to court!!!  The BBS is GREAT, spread the word !!!!
Also:  How come I don't hear more people talking about the
Federal Reserve Bank?  Just ask yourself these questions:

1) Why would anyone borrow money from themselves at interest?
The Federal government does * NOT * * NOT *
The Federal reserve Bank is private.  The American people are
being ripped off royally.  100% of the income tax goes to pay
on the Federal debt to the Federal Reserve Bankers.  Not one
dime goes for services.  Services like the military and
welfare come from excise taxes and the like.

2) Why do we the American people stand for this?????",talk.politics.misc
"
the transmission in my car contradicts both your assertions..  i get much
stronger acceleration if i let the convertor lockup.. which i can induce
by briefly lifting off,  then quickly (but not too quickly to trigger
a kickdown) applying throttle.  above 3000 rpms, the convertor will never
unlock;  it would kickdown first.

who says there's no skill involved in driving an automatic?  i think
of it as the throttle and shifter combined into a single pedal.  with
my car i can pretty much influence its shifting patterns with my
right foot, while having both hands to steer.
",rec.autos
"I looked at that Bimmer yesterday. It's an '81, has about 90kmi, according
to owner (odometer stopped working at 68Kmi). Drivess well, sounds good,
body is OK, he wants $3000.
i liked the car, despite it's auto tranny, but my wife will be a primary
driver on this one, and she wants auto.
The radio does not work untill the car warms up and you honk the horn (!)
The A/C seems to have a leak. 
The sunroof is sticky, but operational.
Odometer does not work, as mentioned before.
Idle is a bit bouncy, going from 900rpm to 1200rpm.
Wipers are slow.
That's teh gripes. The owner says that he changed radiator, alternator, 
rotors and calipers, exhaust.
The biggest problem, is that the owner is a shifty SOB, telling strange
stories. I hate that. I would never buy from a persom like that, except, how
often you see a descent 528i for that amount of money. He also said that,
although I could bring a mechanicin, he wouldn't let me check the car by taking 
it to a garage. Suspicious. And who knows what milage is on it.
So, let me know what to check for, given there's practically no rust.
I know there was an article on 528i in R&D a few years back, anybody remembers
what issue?
Mike.S
",rec.autos
"

Ya, he cut me off on 128 the other day, he drives like a crazy person.
I'd have to say he's responsible for most accidents, they really should
pull his licence.

-Steve
",rec.autos
": 
: >You might -- except that gay men are MUCH more promiscuous than
: >straight men -- which shows how damaged and screwed up gay men are.
: 
: Okay Claytoon, let us say that hypothetically I agree with you that
: gay men are much more promiscuous than straight men.  Why does
: this indicate they are screwed up people?
: 
: BTW - It occurs to me that since, in my experience, men are much more
:       interested in sex than women and want to have sex much earlier
:       in a relationship than women do, that homosexuals would have 
:       sex more often simply becuase their partner is of a like mind.
:       i.e. heterosexual men would be more promiscuous if they could.

It's my observation that women are more likely to me more strongly
indoctronated into now wanting sex that are men.
Also there are definite double standards for men and women who are
promiscuous.

Could there also be a factor of communication being more direct in 
homosexual relationships and culture.

--",talk.politics.misc
"
    Don't be ridiculous, Kaldis. I suggest you give the ""Ugly American""
concept, which I can easily see you demonstrating, a good hard second look.


    Dear God. Didn't this die out in the fifties with McCarthy and the
blacklists?


    Didn't your mother ever teach you not to generalize? I am a Canadian, and
I stand up for _too many_ things with _too much_ certitude. 


    Uh huh. This must explain the world reknowned, record low American crime
rate. I see now, it's all becoming so clear to me.


    No he hasn't.


    Remarkable audacity and misguidance. What you take for your own courage,
sir, is nothing more than simple loud-mouthedness coupled with unrestrained
bragging.
",talk.politics.misc
"

All gimmicks!  Stick with plain 'ol carnauba wax that's non-abrasive.
Eagle 1, Meguiars, Turtle Wax, and a few others are good examples.
The colored waxes just color in the scratches so they're not so 
apparent.  The better approach is to buff minor scratches completely
off with a cleaner/mild abrasive.

Never tried Liquid Glass, although I still have this sample they sent
me a few years back. ",rec.autos
,sci.space
,rec.autos
"
The CU people have been, and continue to be big ozone scientists. So 
this is consistent. It is also consistent with the new ""Comercial 
applications"" that NASA and Clinton are pushing so hard. 

Did anyone catch the rocket that was launched with a movie advert 
all over it? I think the rocket people got alot of $$ for painting 
up the sides with the movie stuff. What about the Coke/Pepsi thing 
a few years back? NASA has been trying to find ways to get other 
people into the space funding business for some time. Frankly, I've 
thought about trying it too. When the funding gets tight, only the 
innovative get funded. One of the things NASA is big on is co-funding. 
If a PI can show co-funding for any proposal, that proposal has a SIGNIFICANTLY
higher probability of being funded than a proposal with more merit but no 
co-funding. Once again, money talks!

",sci.space
